descriptions,words
"It's time for liberals and conservatives to transcend their political differences and really listen to each other, says political pundit Sally Kohn. In this optimistic talk, Kohn shares what she learned as a progressive lesbian talking head on Fox News. It’s not about political correctness, she says, but rather, emotional correctness. (Contains profanity.)","['time', 'liberals', 'conservatives', 'transcend', 'political', 'differences', 'really', 'listen', 'says', 'political', 'pundit', 'sally', 'kohn', 'optimistic', 'talk', 'kohn', 'shares', 'learned', 'progressive', 'lesbian', 'talking', 'head', 'fox', 'news', 'it’s', 'political', 'correctness', 'says', 'rather', 'emotional', 'correctness', 'contains', 'profanity']"
"David Lang is a maker who taught himself to become an amateur oceanographer — or, he taught a robot to be one for him. In a charming talk Lang, a TED Fellow, shows how he and a network of ocean lovers teamed up to build open-sourced, low-cost underwater explorers.","['david', 'lang', 'maker', 'taught', 'become', 'amateur', 'oceanographer', 'taught', 'robot', 'one', 'charming', 'talk', 'lang', 'ted', 'fellow', 'shows', 'network', 'ocean', 'lovers', 'teamed', 'build', 'open-sourced', 'low-cost', 'underwater', 'explorers']"
"""An advanced city is not one where even the poor use cars, but rather one where even the rich use public transport,"" argues Enrique Peñalosa. In this spirited talk, the mayor of Bogotá shares some of the tactics he used to change the transportation dynamic in the Colombian capital... and suggests ways to think about building smart cities of the future.","['advanced', 'city', 'one', 'even', 'poor', 'use', 'cars', 'rather', 'one', 'even', 'rich', 'use', 'public', 'transport', 'argues', 'enrique', 'peñalosa', 'spirited', 'talk', 'mayor', 'bogotá', 'shares', 'tactics', 'used', 'change', 'transportation', 'dynamic', 'colombian', 'capital', 'suggests', 'ways', 'think', 'building', 'smart', 'cities', 'future']"
"Almost everything we own and use, at some point, travels to us by container ship, through a vast network of ocean routes and ports that most of us know almost nothing about. Journalist Rose George tours us through the world of shipping, the underpinning of consumer civilization.","['almost', 'everything', 'use', 'point', 'travels', 'us', 'container', 'ship', 'vast', 'network', 'ocean', 'routes', 'ports', 'us', 'know', 'almost', 'nothing', 'journalist', 'rose', 'george', 'tours', 'us', 'world', 'shipping', 'underpinning', 'consumer', 'civilization']"
"Diébédo Francis Kéré knew exactly what he wanted to do when he got his degree in architecture... He wanted to go home to Gando in Burkina Faso, to help his neighbors reap the benefit of his education. In this charming talk, Kéré shows off some of the beautiful structures he's helped to build in his small village in the years since then, including an award-winning primary school made from clay by the entire community.","['diébédo', 'francis', 'kéré', 'knew', 'exactly', 'wanted', 'got', 'degree', 'architecture', 'wanted', 'go', 'home', 'gando', 'burkina', 'faso', 'help', 'neighbors', 'reap', 'benefit', 'education', 'charming', 'talk', 'kéré', 'shows', 'beautiful', 'structures', 'helped', 'build', 'small', 'village', 'years', 'since', 'including', 'award-winning', 'primary', 'school', 'made', 'clay', 'entire', 'community']"
"Snow Dragon. Pure Imagination. Frozen Minotaur. These are the names Eddy Cartaya and his climbing partner Brent McGregor gave three glacier caves that they were the first to explore. As the Sandy Glacier slowly slides down Mount Hood in Oregon, the caves and tunnels inside it morph annually thanks to warm water from above and warm air from below. At TEDYouth, Cartaya takes us inside these magical spaces where the ice glows in bright blues and greens, and where artifacts rain from the ceiling.","['snow', 'dragon', 'pure', 'imagination', 'frozen', 'minotaur', 'names', 'eddy', 'cartaya', 'climbing', 'partner', 'brent', 'mcgregor', 'gave', 'three', 'glacier', 'caves', 'first', 'explore', 'sandy', 'glacier', 'slowly', 'slides', 'mount', 'hood', 'oregon', 'caves', 'tunnels', 'inside', 'morph', 'annually', 'thanks', 'warm', 'water', 'warm', 'air', 'tedyouth', 'cartaya', 'takes', 'us', 'inside', 'magical', 'spaces', 'ice', 'glows', 'bright', 'blues', 'greens', 'artifacts', 'rain', 'ceiling']"
"Surgeon and author Sherwin Nuland discusses the development of electroshock therapy as a cure for severe, life-threatening depression — including his own. It’s a moving and heartfelt talk about relief, redemption and second chances.","['surgeon', 'author', 'sherwin', 'nuland', 'discusses', 'development', 'electroshock', 'therapy', 'cure', 'severe', 'life-threatening', 'depression', 'including', 'it’s', 'moving', 'heartfelt', 'talk', 'relief', 'redemption', 'second', 'chances']"
"""In the cathedral of the wild, we get to see the best parts of ourselves reflected back to us."" Boyd Varty, a wildlife activist, shares stories of animals, humans and their interrelatedness, or ""ubuntu"" — defined as, ""I am, because of you."" And he dedicates the talk to South African leader Nelson Mandela, the human embodiment of that same great-hearted, generous spirit.","['cathedral', 'wild', 'get', 'see', 'best', 'parts', 'reflected', 'back', 'us', 'boyd', 'varty', 'wildlife', 'activist', 'shares', 'stories', 'animals', 'humans', 'interrelatedness', 'ubuntu', 'defined', 'dedicates', 'talk', 'south', 'african', 'leader', 'nelson', 'mandela', 'human', 'embodiment', 'great-hearted', 'generous', 'spirit']"
"Philosopher Stephen Cave begins with a dark but compelling question: When did you first realize you were going to die? And even more interesting: Why do we humans so often resist the inevitability of death? Cave explores four narratives — common across civilizations — that we tell ourselves ""in order to help us manage the terror of death.""","['philosopher', 'stephen', 'cave', 'begins', 'dark', 'compelling', 'question', 'first', 'realize', 'going', 'die', 'even', 'interesting', 'humans', 'often', 'resist', 'inevitability', 'death', 'cave', 'explores', 'four', 'narratives', 'common', 'across', 'civilizations', 'tell', 'order', 'help', 'us', 'manage', 'terror', 'death']"
"Once the powerhouse of America's industrial might, Detroit is more recently known in the popular imagination as a fabulous ruin, crumbling and bankrupt. But city planner Toni Griffin asks us to look again — and to imagine an entrepreneurial future for the city's 700,000 residents.","['powerhouse', ""america's"", 'industrial', 'might', 'detroit', 'recently', 'known', 'popular', 'imagination', 'fabulous', 'ruin', 'crumbling', 'bankrupt', 'city', 'planner', 'toni', 'griffin', 'asks', 'us', 'look', 'imagine', 'entrepreneurial', 'future', ""city's"", ',', 'residents']"
"Everyone's talking about the ""Internet of Things,"" but what exactly does that mean for our future? In this thoughtful talk, economist Marco Annunziata looks at how technology is transforming the industrial sector, creating machines that can see, feel, sense and react — so they can be operated far more efficiently. Think: airplane parts that send an alert when they need to be serviced, or wind turbines that communicate with one another to generate more electricity. It's a future with exciting implications for us all.","[""everyone's"", 'talking', 'internet', 'things', 'exactly', 'mean', 'future', 'thoughtful', 'talk', 'economist', 'marco', 'annunziata', 'looks', 'technology', 'transforming', 'industrial', 'sector', 'creating', 'machines', 'can', 'see', 'feel', 'sense', 'react', 'can', 'operated', 'far', 'efficiently', 'think', 'airplane', 'parts', 'send', 'alert', 'need', 'serviced', 'wind', 'turbines', 'communicate', 'one', 'another', 'generate', 'electricity', 'future', 'exciting', 'implications', 'us']"
"""The opposite of depression is not happiness, but vitality, and it was vitality that seemed to seep away from me in that moment."" In a talk equal parts eloquent and devastating, writer Andrew Solomon takes you to the darkest corners of his mind during the years he battled depression. That led him to an eye-opening journey across the world to interview others with depression — only to discover that, to his surprise, the more he talked, the more people wanted to tell their own stories.","['opposite', 'depression', 'happiness', 'vitality', 'vitality', 'seemed', 'seep', 'away', 'moment', 'talk', 'equal', 'parts', 'eloquent', 'devastating', 'writer', 'andrew', 'solomon', 'takes', 'darkest', 'corners', 'mind', 'years', 'battled', 'depression', 'led', 'eye-opening', 'journey', 'across', 'world', 'interview', 'others', 'depression', 'discover', 'surprise', 'talked', 'people', 'wanted', 'tell', 'stories']"
"We've made incredible advances in technology in recent years, but too often it seems only certain fortunate people can benefit. Engineer Krista Donaldson introduces the ReMotion knee, a prosthetic device for above-knee amputees, many of whom earn less than $4 a day. The design contains best-in-class technology and yet is far cheaper than other prosthetics on the market.","['made', 'incredible', 'advances', 'technology', 'recent', 'years', 'often', 'seems', 'certain', 'fortunate', 'people', 'can', 'benefit', 'engineer', 'krista', 'donaldson', 'introduces', 'remotion', 'knee', 'prosthetic', 'device', 'above-knee', 'amputees', 'many', 'earn', 'less', 'day', 'design', 'contains', 'best-in-class', 'technology', 'yet', 'far', 'cheaper', 'prosthetics', 'market']"
"In the pitch-black night, stung by jellyfish, choking on salt water, singing to herself, hallucinating … Diana Nyad just kept on swimming. And that's how she finally achieved her lifetime goal as an athlete: an extreme 100-mile swim from Cuba to Florida — at age 64. Hear her story.","['pitch-black', 'night', 'stung', 'jellyfish', 'choking', 'salt', 'water', 'singing', 'hallucinating', '…', 'diana', 'nyad', 'just', 'kept', 'swimming', 'finally', 'achieved', 'lifetime', 'goal', 'athlete', 'extreme', '-mile', 'swim', 'cuba', 'florida', 'age', 'hear', 'story']"
"It's amazing what a rigged game of Monopoly can reveal. In this entertaining but sobering talk, social psychologist Paul Piff shares his research into how people behave when they feel wealthy. (Hint: badly.) But while the problem of inequality is a complex and daunting challenge, there's good news too. (Filmed at TEDxMarin.)","['amazing', 'rigged', 'game', 'monopoly', 'can', 'reveal', 'entertaining', 'sobering', 'talk', 'social', 'psychologist', 'paul', 'piff', 'shares', 'research', 'people', 'behave', 'feel', 'wealthy', 'hint', 'badly', 'problem', 'inequality', 'complex', 'daunting', 'challenge', 'good', 'news', 'filmed', 'tedxmarin']"
"""I have cerebral palsy. I shake all the time,"" Maysoon Zayid announces at the beginning of this exhilarating, hilarious talk. (Really, it's hilarious.) ""I'm like Shakira meets Muhammad Ali."" With grace and wit, the Arab-American comedian takes us on a whistle-stop tour of her adventures as an actress, stand-up comic, philanthropist and advocate for the disabled.","['cerebral', 'palsy', 'shake', 'time', 'maysoon', 'zayid', 'announces', 'beginning', 'exhilarating', 'hilarious', 'talk', 'really', 'hilarious', 'like', 'shakira', 'meets', 'muhammad', 'ali', 'grace', 'wit', 'arab-american', 'comedian', 'takes', 'us', 'whistle-stop', 'tour', 'adventures', 'actress', 'stand-up', 'comic', 'philanthropist', 'advocate', 'disabled']"
